,time,power_opt
2543,2025-05-09 17:55:00,-261.214
2544,2025-05-09 18:00:00,9000.0
2545,2025-05-09 18:05:00,9000.0
2546,2025-05-09 18:10:00,8999.999
2547,2025-05-09 18:15:00,1123.862
2548,2025-05-09 18:20:00,0.0
2549,2025-05-09 18:25:00,0.0
2550,2025-05-09 18:30:00,0.0
2551,2025-05-09 18:35:00,0.0
2552,2025-05-09 18:40:00,0.0
2553,2025-05-09 18:45:00,0.0
2554,2025-05-09 18:50:00,0.0
2555,2025-05-09 18:55:00,0.0
2556,2025-05-09 19:00:00,0.0
2557,2025-05-09 19:05:00,0.0
2558,2025-05-09 19:10:00,0.0
2559,2025-05-09 19:15:00,0.0
2560,2025-05-09 19:20:00,0.0
2561,2025-05-09 19:25:00,0.0
2562,2025-05-09 19:30:00,0.0
2563,2025-05-09 19:35:00,0.0
2564,2025-05-09 19:40:00,0.0
2565,2025-05-09 19:45:00,0.0
2566,2025-05-09 19:50:00,0.0
2567,2025-05-09 19:55:00,0.0
2568,2025-05-09 20:00:00,0.0
2569,2025-05-09 20:05:00,0.0
2570,2025-05-09 20:10:00,0.0
2571,2025-05-09 20:15:00,0.0
2572,2025-05-09 20:20:00,0.0
2573,2025-05-09 20:25:00,0.0
2574,2025-05-09 20:30:00,0.0
2575,2025-05-09 20:35:00,0.0
2576,2025-05-09 20:40:00,0.0
2577,2025-05-09 20:45:00,0.0
2578,2025-05-09 20:50:00,0.0
2579,2025-05-09 20:55:00,0.0
2580,2025-05-09 21:00:00,0.0
2581,2025-05-09 21:05:00,0.0
2582,2025-05-09 21:10:00,0.0
2583,2025-05-09 21:15:00,0.0
2584,2025-05-09 21:20:00,0.0
2585,2025-05-09 21:25:00,0.0
2586,2025-05-09 21:30:00,0.0
2587,2025-05-09 21:35:00,0.0
2588,2025-05-09 21:40:00,0.0
2589,2025-05-09 21:45:00,0.0
2590,2025-05-09 21:50:00,0.0
2591,2025-05-09 21:55:00,0.0
2592,2025-05-09 22:00:00,-240.254
2593,2025-05-09 22:05:00,-144.224
2594,2025-05-09 22:10:00,-320.224
2595,2025-05-09 22:15:00,-192.214
2596,2025-05-09 22:20:00,-188.204
