Time,Load_kW,Wind_kW,Served_kW,Charge_kW,Discharge_kW,SOC,Curtail_kW
2025-09-09 20:30:00,81840.0,9421.428167264708,9329.45391987667,2826.4284501794123,2734.4542027913735,0.10047202914866486,0.0
2025-09-09 20:45:00,81840.0,8452.271689096624,8308.879222599453,2535.681506728987,2392.2890402318167,0.10042347280463815,0.0
2025-09-09 21:00:00,81840.0,7483.115210928527,7384.381474945349,2244.934563278558,2146.20082729538,0.10037491646061143,0.0
2025-09-09 21:15:00,81840.0,11580.49495037684,10006.459079622731,3474.148485113052,1900.1126143589431,0.10058020196890503,0.0
2025-09-09 21:30:00,80960.0,17134.187683651344,14934.450656355666,5140.256305095403,2940.519277799726,0.10085845116916348,0.0
2025-09-09 21:45:00,80080.0,24366.995243122907,21407.60960681875,7310.098572936873,4350.712936632717,0.10122082680204435,0.0
2025-09-09 22:00:00,80080.0,33501.71946116234,29638.471054947382,10050.515838348701,6187.267432133742,0.10167849160820519,0.0
2025-09-09 22:15:00,80080.0,17374.16928776918,20668.675107016727,5212.250786330755,8506.756605578303,0.10087047464482723,0.0
2025-09-09 22:30:00,80960.0,7741.556938440018,9830.738922458342,2322.467081532005,4411.6490655503285,0.10038786481901855,0.0
2025-09-09 22:45:00,80960.0,2923.7084376191956,4012.332044142082,877.1125312857587,1965.7361378086453,0.10014648263302042,0.0
2025-09-09 23:00:00,81840.0,1240.4498097509863,1610.7029133059818,372.13494292529595,742.3880464802916,0.10006214858907408,0.0
2025-09-09 23:15:00,81840.0,1057.0473830179728,1054.9081838045654,317.1142149053919,314.9750156919845,0.10005295982386599,0.0
