,time,value
13680,2025-07-16 12:00:00,9430.4
13681,2025-07-16 12:05:00,9466.37
13682,2025-07-16 12:10:00,9390.38
13683,2025-07-16 12:15:00,9390.38
13684,2025-07-16 12:20:00,9326.38
13685,2025-07-16 12:25:00,9350.38
13686,2025-07-16 12:30:00,9378.37
13687,2025-07-16 12:35:00,9394.34
13688,2025-07-16 12:40:00,9350.39
13689,2025-07-16 12:45:00,9414.37
13690,2025-07-16 12:50:00,9402.37
13691,2025-07-16 12:55:00,9490.36
13692,2025-07-16 13:00:00,9430.39
13693,2025-07-16 13:05:00,9470.37
13694,2025-07-16 13:10:00,9442.43
13695,2025-07-16 13:15:00,9442.39
13696,2025-07-16 13:20:00,9494.39
13697,2025-07-16 13:25:00,9434.38
13698,2025-07-16 13:30:00,9322.39
13699,2025-07-16 13:35:00,9454.4
13700,2025-07-16 13:40:00,9458.42
13701,2025-07-16 13:45:00,9486.41
13702,2025-07-16 13:50:00,9582.34
13703,2025-07-16 13:55:00,9446.4
13704,2025-07-16 14:00:00,9586.42
13705,2025-07-16 14:05:00,9598.37
13706,2025-07-16 14:10:00,9534.37
13707,2025-07-16 14:15:00,9618.39
13708,2025-07-16 14:20:00,9850.44
13709,2025-07-16 14:25:00,9682.38
13710,2025-07-16 14:30:00,9546.39
13711,2025-07-16 14:35:00,9662.39
13712,2025-07-16 14:40:00,9590.36
13713,2025-07-16 14:45:00,9686.37
13714,2025-07-16 14:50:00,9738.39
13715,2025-07-16 14:55:00,9894.4
13716,2025-07-16 15:00:00,9782.42
13717,2025-07-16 15:05:00,9650.39
13718,2025-07-16 15:10:00,9754.41
13719,2025-07-16 15:15:00,9698.37
13720,2025-07-16 15:20:00,9498.37
13721,2025-07-16 15:25:00,9526.4
13722,2025-07-16 15:30:00,9854.4
13723,2025-07-16 15:35:00,9742.39
13724,2025-07-16 15:40:00,9750.39
13725,2025-07-16 15:45:00,9622.35
13726,2025-07-16 15:50:00,9550.38
13727,2025-07-16 15:55:00,9666.38
13728,2025-07-16 16:00:00,9658.38
13729,2025-07-16 16:05:00,10022.38
13730,2025-07-16 16:10:00,9846.35
13731,2025-07-16 16:15:00,9578.39
13732,2025-07-16 16:20:00,9582.4
13733,2025-07-16 16:25:00,9606.37
13734,2025-07-16 16:30:00,9878.4
13735,2025-07-16 16:35:00,9826.39
13736,2025-07-16 16:40:00,9874.37
13737,2025-07-16 16:45:00,9882.39
13738,2025-07-16 16:50:00,9606.38
13739,2025-07-16 16:55:00,9730.4
13740,2025-07-16 17:00:00,9862.38
13741,2025-07-16 17:05:00,9950.35
13742,2025-07-16 17:10:00,9802.4
13743,2025-07-16 17:15:00,9606.43
13744,2025-07-16 17:20:00,9630.42
13745,2025-07-16 17:25:00,9726.41
13746,2025-07-16 17:30:00,9702.37
13747,2025-07-16 17:35:00,9738.4
13748,2025-07-16 17:40:00,9754.4
13749,2025-07-16 17:45:00,9554.42
13750,2025-07-16 17:50:00,9534.39
13751,2025-07-16 17:55:00,9474.4
13752,2025-07-16 18:00:00,9534.38
13753,2025-07-16 18:05:00,9518.38
13754,2025-07-16 18:10:00,9614.37
13755,2025-07-16 18:15:00,9502.4
13756,2025-07-16 18:20:00,9606.38
13757,2025-07-16 18:25:00,9726.37
13758,2025-07-16 18:30:00,9502.41
13759,2025-07-16 18:35:00,9574.39
13760,2025-07-16 18:40:00,9606.42
13761,2025-07-16 18:45:00,9538.38
13762,2025-07-16 18:50:00,9598.36
13763,2025-07-16 18:55:00,9514.39
13764,2025-07-16 19:00:00,9818.35
13765,2025-07-16 19:05:00,9906.37
13766,2025-07-16 19:10:00,9470.39
13767,2025-07-16 19:15:00,9662.4
13768,2025-07-16 19:20:00,9618.34
13769,2025-07-16 19:25:00,9598.4
13770,2025-07-16 19:30:00,9694.39
13771,2025-07-16 19:35:00,9530.37
13772,2025-07-16 19:40:00,9518.43
13773,2025-07-16 19:45:00,9742.37
13774,2025-07-16 19:50:00,9806.37
13775,2025-07-16 19:55:00,9630.38
13776,2025-07-16 20:00:00,9654.39
13777,2025-07-16 20:05:00,9566.38
13778,2025-07-16 20:10:00,9650.42
13779,2025-07-16 20:15:00,9886.38
13780,2025-07-16 20:20:00,9734.41
13781,2025-07-16 20:25:00,9510.37
13782,2025-07-16 20:30:00,9686.38
13783,2025-07-16 20:35:00,9514.38
13784,2025-07-16 20:40:00,9402.35
13785,2025-07-16 20:45:00,9602.38
13786,2025-07-16 20:50:00,9522.36
13787,2025-07-16 20:55:00,9590.4
13788,2025-07-16 21:00:00,9354.38
13789,2025-07-16 21:05:00,9582.35
13790,2025-07-16 21:10:00,9398.39
13791,2025-07-16 21:15:00,9666.4
13792,2025-07-16 21:20:00,9622.4
13793,2025-07-16 21:25:00,9374.39
13794,2025-07-16 21:30:00,9478.4
13795,2025-07-16 21:35:00,9438.41
13796,2025-07-16 21:40:00,9386.37
13797,2025-07-16 21:45:00,9426.39
13798,2025-07-16 21:50:00,9370.39
13799,2025-07-16 21:55:00,9522.35
13800,2025-07-16 22:00:00,9594.37
13801,2025-07-16 22:05:00,9622.42
13802,2025-07-16 22:10:00,9482.39
13803,2025-07-16 22:15:00,9402.39
13804,2025-07-16 22:20:00,9390.38
13805,2025-07-16 22:25:00,9550.43
13806,2025-07-16 22:30:00,9438.43
13807,2025-07-16 22:35:00,9514.37
13808,2025-07-16 22:40:00,9522.36
13809,2025-07-16 22:45:00,9566.39
13810,2025-07-16 22:50:00,9514.4
13811,2025-07-16 22:55:00,9510.36
13812,2025-07-16 23:00:00,9434.37
13813,2025-07-16 23:05:00,9450.38
13814,2025-07-16 23:10:00,9482.34
13815,2025-07-16 23:15:00,9582.39
13816,2025-07-16 23:20:00,9578.37
13817,2025-07-16 23:25:00,9498.38
13818,2025-07-16 23:30:00,9454.39
13819,2025-07-16 23:35:00,9458.39
13820,2025-07-16 23:40:00,9534.38
13821,2025-07-16 23:45:00,9434.36
13822,2025-07-16 23:50:00,9526.38
13823,2025-07-16 23:55:00,9530.35
13824,2025-07-17 00:00:00,9570.39
13825,2025-07-17 00:05:00,9622.39
13826,2025-07-17 00:10:00,9542.39
13827,2025-07-17 00:15:00,9634.38
13828,2025-07-17 00:20:00,9494.39
13829,2025-07-17 00:25:00,9494.37
13830,2025-07-17 00:30:00,9466.38
13831,2025-07-17 00:35:00,9586.4
13832,2025-07-17 00:40:00,9498.38
13833,2025-07-17 00:45:00,9538.4
13834,2025-07-17 00:50:00,9466.38
13835,2025-07-17 00:55:00,9450.41
13836,2025-07-17 01:00:00,9506.42
13837,2025-07-17 01:05:00,9382.39
13838,2025-07-17 01:10:00,9434.41
13839,2025-07-17 01:15:00,9566.4
13840,2025-07-17 01:20:00,9494.36
13841,2025-07-17 01:25:00,9666.38
13842,2025-07-17 01:30:00,9462.34
13843,2025-07-17 01:35:00,9386.37
13844,2025-07-17 01:40:00,9410.37
13845,2025-07-17 01:45:00,9414.38
13846,2025-07-17 01:50:00,9442.36
13847,2025-07-17 01:55:00,9402.41
13848,2025-07-17 02:00:00,9406.37
13849,2025-07-17 02:05:00,9574.39
13850,2025-07-17 02:10:00,9462.37
13851,2025-07-17 02:15:00,9482.37
13852,2025-07-17 02:20:00,9510.36
13853,2025-07-17 02:25:00,9550.4
13854,2025-07-17 02:30:00,9658.37
13855,2025-07-17 02:35:00,9502.39
13856,2025-07-17 02:40:00,9450.39
13857,2025-07-17 02:45:00,9578.39
13858,2025-07-17 02:50:00,9410.37
13859,2025-07-17 02:55:00,9514.35
13860,2025-07-17 03:00:00,9578.39
13861,2025-07-17 03:05:00,9578.39
13862,2025-07-17 03:10:00,9446.39
13863,2025-07-17 03:15:00,9486.37
13864,2025-07-17 03:20:00,9518.37
13865,2025-07-17 03:25:00,9454.37
13866,2025-07-17 03:30:00,9462.4
13867,2025-07-17 03:35:00,9470.43
13868,2025-07-17 03:40:00,9506.41
13869,2025-07-17 03:45:00,9506.38
13870,2025-07-17 03:50:00,9494.35
13871,2025-07-17 03:55:00,9498.41
